date,sender_id,message
2024-12-07 02:48:50+00:00,,"🎇GOOD MORNING  TRADERS 🎇

🎇👍 ENJOY YOUR  WEEKEND 👍🎇"
2024-12-06 17:30:09+00:00,,"PAYMENT IS BEING SENT TO ALL ONE BY ONE 

⭐️🚀 TODAY  PAYMENT🚀 ⭐️

PAYMENT ARE TODAY SLOT IS SUCCESSFUL 

STILL IF SOMEONE HAS NOT RECEIVED THE PAYMENT THEN HE CAN MESSAGE ON 

@DANNY_SIR_OFFICIALL✅️"
2024-11-22 12:31:55+00:00,,🔥🔥208
2024-11-22 12:16:08+00:00,,"Level is level dear 💪 

Brand is always brand 😎😎😎"
2024-11-22 12:16:07+00:00,,🔥🔥207
2024-11-22 12:16:07+00:00,,🔥🔥206
2024-11-22 12:16:07+00:00,,🔥🔥205
2024-11-22 12:16:07+00:00,,🔥🔥204
2024-11-22 12:16:07+00:00,,🔥🔥203
2024-11-22 12:16:07+00:00,,🔥🔥202
2024-11-22 12:16:07+00:00,,🔥🔥201
2024-11-22 12:16:07+00:00,,🔥🔥200
2024-11-22 11:52:38+00:00,,Aya mza to thoko like🔥🔥🤑🤑🤑 😍😍👍👍
2024-11-22 11:52:38+00:00,,🔥🔥199
2024-11-22 11:44:53+00:00,,🔥🔥198
2024-11-22 11:44:53+00:00,,🔥🔥197
2024-11-22 11:44:53+00:00,,🔥🔥196
2024-11-22 11:44:53+00:00,,🔥🔥195
2024-11-22 11:42:07+00:00,,🔥🔥194
2024-11-22 11:42:07+00:00,,🔥🔥193
2024-11-22 11:37:43+00:00,,🔥🔥192
2024-11-22 11:37:43+00:00,,🔥🔥191
2024-11-22 11:37:43+00:00,,🔥🔥190
2024-11-22 11:37:43+00:00,,🔥🔥189
2024-11-22 11:37:43+00:00,,🔥🔥188
2024-11-22 11:37:43+00:00,,🔥🔥187
2024-11-22 11:37:42+00:00,,🔥🔥186
2024-11-22 11:31:49+00:00,,"PAYMENT IS BEING SENT TO ALL ONE BY ONE 

⭐️🚀 TODAY  PAYMENT🚀 ⭐️

PAYMENT ARE TODAY SLOT IS SUCCESSFUL 

STILL IF SOMEONE HAS NOT RECEIVED THE PAYMENT THEN HE CAN MESSAGE ON 

@DANNY_SIR_OFFICIALL✅️"
2024-11-22 11:14:55+00:00,,🔥🔥185
2024-11-22 11:14:55+00:00,,🔥🔥184
2024-11-22 11:05:30+00:00,,🔥🔥183
2024-11-22 11:05:30+00:00,,🔥🔥182
2024-11-22 11:05:30+00:00,,🔥🔥181
2024-11-22 11:05:30+00:00,,🔥🔥180
2024-11-22 11:05:30+00:00,,🔥🔥179
2024-11-22 11:05:30+00:00,,🔥🔥178
2024-11-22 11:05:30+00:00,,🔥🔥177
2024-11-22 11:05:30+00:00,,🔥🔥176
2024-11-22 10:59:59+00:00,,"CRUDEOIL 5900 PE

BUY  ABOVE 176

SL NEAR BUYING PRICE 

TARGET 🎯 OPEN"
2024-11-22 06:55:08+00:00,,"All Investors Send Your Account Details And Any UPI ID For Withdrawal Your Profit 💸✅🏦

@DANNY_SIR_OFFICIALL✅️

Name
M. No 
Acc No.
Ifsc
Upi 
Phone Pay N.
G Pay N."
2024-11-22 05:18:30+00:00,,🔥🔥260
2024-11-22 05:18:30+00:00,,🔥🔥255
2024-11-22 04:46:49+00:00,,🔥🔥250
2024-11-22 04:46:49+00:00,,🔥🔥245
2024-11-22 04:46:49+00:00,,🔥🔥240
2024-11-22 04:46:49+00:00,,🔥🔥235
2024-11-22 04:46:49+00:00,,🔥🔥230
2024-11-22 04:46:49+00:00,,🔥🔥225
2024-11-22 04:46:49+00:00,,"NIFTY 23550 CE 

BUY ABOVE 225

SL NEAR BUYING PRICE 

TARGET 🎯 OPEN"
2024-11-22 04:46:49+00:00,,NOTE EXUCATED IGNORE THIS TRADES WAIT FOR FRESH ENTRY 🚫
2024-11-22 04:26:32+00:00,,Wait for trigger
2024-11-22 04:26:32+00:00,,"SENSEX 77200 PE ABOVE 250

SL NEAR BUYING PRICE 

TARGET 🎯 OPEN"
2024-11-22 04:10:10+00:00,,🔥🔥722 HIGH 🙊🙊
2024-11-22 04:10:10+00:00,,🔥🔥720
2024-11-22 04:10:10+00:00,,🔥🔥715
2024-11-22 04:10:10+00:00,,🔥🔥710
2024-11-22 04:10:10+00:00,,🔥🔥705
2024-11-22 04:10:10+00:00,,🔥🔥700
2024-11-22 04:10:10+00:00,,🔥🔥695
2024-11-22 04:10:09+00:00,,🔥🔥690
2024-11-22 04:10:09+00:00,,🔥🔥685
2024-11-22 04:10:09+00:00,,200 POINTS ACHIEVE 🔥🔥
2024-11-22 04:10:09+00:00,,🔥🔥680
2024-11-22 04:10:09+00:00,,🔥🔥675
2024-11-22 04:10:09+00:00,,🔥🔥670
2024-11-22 04:10:09+00:00,,🔥🔥665
2024-11-22 04:10:09+00:00,,🔥🔥660
2024-11-22 04:10:09+00:00,,🔥🔥655
2024-11-22 04:10:09+00:00,,🔥🔥650
2024-11-22 04:10:09+00:00,,🔥🔥645
2024-11-22 04:10:09+00:00,,🔥🔥640
2024-11-22 04:10:09+00:00,,🔥🔥635
2024-11-22 04:10:08+00:00,,🔥🔥630
2024-11-22 04:10:08+00:00,,🔥🔥625
2024-11-22 03:58:00+00:00,,"AAYA MJA 🔥🔥🎉✅

Thoko like ❤️"
2024-11-22 03:58:00+00:00,,🔥🔥620
2024-11-22 03:58:00+00:00,,🔥🔥615
2024-11-22 03:58:00+00:00,,🔥🔥610
2024-11-22 03:58:00+00:00,,🔥🔥605
2024-11-22 03:58:00+00:00,,🔥🔥600
2024-11-22 03:58:00+00:00,,🔥🔥595
2024-11-22 03:58:00+00:00,,🔥🔥590
2024-11-22 03:58:00+00:00,,🔥🔥585
2024-11-22 03:57:59+00:00,,ALL TARGET DONE ✅
2024-11-22 03:57:59+00:00,,🔥🔥580
2024-11-22 03:57:59+00:00,,🔥🔥575
2024-11-22 03:57:59+00:00,,🔥🔥570
2024-11-22 03:57:59+00:00,,🔥🔥565
2024-11-22 03:57:59+00:00,,🔥🔥560
2024-11-22 03:57:59+00:00,,🔥🔥555
2024-11-22 03:57:59+00:00,,🔥🔥550
2024-11-22 03:57:59+00:00,,🔥🔥545
2024-11-22 03:51:49+00:00,,Safe book partial profit and trail sl
2024-11-22 03:51:49+00:00,,SECOND TARGET DONE ✅
2024-11-22 03:51:49+00:00,,🔥🔥540
2024-11-22 03:51:49+00:00,,🔥🔥535
2024-11-22 03:51:49+00:00,,🔥🔥530
2024-11-22 03:51:49+00:00,,🔥🔥525
2024-11-22 03:51:49+00:00,,🔥🔥520
2024-11-22 03:51:49+00:00,,🔥🔥515
2024-11-22 03:51:49+00:00,,FIRST TARGET DONE ✅
2024-11-22 03:51:49+00:00,,🔥🔥510
2024-11-22 03:51:49+00:00,,🔥🔥505
2024-11-22 03:51:49+00:00,,🔥🔥500
2024-11-22 03:51:48+00:00,,🔥🔥495
2024-11-22 03:51:48+00:00,,🔥🔥490
2024-11-22 03:51:48+00:00,,🔥🔥488
2024-11-22 03:51:48+00:00,,🔥🔥486
2024-11-22 03:51:48+00:00,,🔥🔥484
2024-11-22 03:51:48+00:00,,🔥🔥482
2024-11-22 03:51:48+00:00,,🔥🔥480
2024-11-22 03:48:14+00:00,,"Banknifty 50500 CE

BUY ABOVE 480

SL NEAR BUYING PRICE 

TARGET 🎯 510/540/580++"
2024-11-22 03:35:19+00:00,,"6th Seat Reserved with ₹50k ⚡️

Trust is Everything...
Deal Once with Us.

@DANNY_SIR_OFFICIALL✅️"
2024-11-22 02:43:54+00:00,,"Now Investment Slot Start on 11:00AM 📛🚀

LOSS RECOVER BOOSTER SLOT

Interested People Can Message on 👎

@DANNY_SIR_OFFICIALL✅️"
2024-11-22 02:36:38+00:00,,"⭐️ Slot time - 11:00AM    ⭐️

⭐️Seat limit - 10                ⭐️

⭐️Seat Available - 07        ⭐️

⭐️Old Seat -  01eft           ⭐️

⭐️New Seat - 06left          ⭐️

⭐️Amt Return - 02:00PM ⭐️"
2024-11-22 02:31:41+00:00,,"ＴＯＤＡＹ'Ｓ ＢＥＳＴ ＰＬＡＮ

  🛸USDT🛸🛸SKRILL🛸🛸PAI🛸

        🔰𝐎𝐍𝐋𝐈𝐍𝐄 𝐓𝐑𝐀𝐃𝐈𝐍𝐆🔰

        ⭐️MONEY✤ ✤BOOSTER⭐️

   ≋I≋n≋v≋e≋s≋t≋ ≋M≋e≋t≋h≋o≋d≋

⭐️₹10000/- ᴀɴᴅ ɢᴇᴛ ₹18,999/-     ⭐️

⭐️₹20000/- ᴀɴᴅ ɢᴇᴛ ₹39,999/-     ⭐️

⭐️₹25000/- ᴀɴᴅ ɢᴇᴛ ₹54,999/-     ⭐️

⭐️₹30000/- ᴀɴᴅ ɢᴇᴛ ₹74,999/-    ⭐️

⭐️₹50000/- ᴀɴᴅ ɢᴇᴛ ₹1,49,999/- ⭐️

⭐️₹100000/- ᴀɴᴅ ɢᴇᴛ ₹2,99,999 /⭐️

Commission fees work at 20% of the total profit amount

❤️‍🔥❤️‍🔥ᴍᴏɴᴇʏ ᴡɪʟʟ ʙᴇ ᴄʀᴇᴅɪᴛᴇᴅ ɪɴ ʏᴏᴜʀ ᴀᴄᴄᴏᴜɴᴛ 02:00 PM❤️‍🔥❤️‍🔥

For Any Queries Please Send Message on ⛔️👎  

@DANNY_SIR_OFFICIALL✅️

Help and Support

@DANNY_SIR_OFFICIALL✅️"
2024-11-22 01:00:06+00:00,,Good morning all Traders have a Profitable day ❤️
2024-11-21 12:01:36+00:00,,Din ho ya rat yeha hota hai always blast 🧨🧨
2024-11-21 12:01:36+00:00,,🔥🔥228
2024-11-21 12:01:36+00:00,,🔥🔥226
2024-11-21 12:01:36+00:00,,🔥🔥225
2024-11-21 12:01:36+00:00,,🔥🔥224
2024-11-21 12:01:36+00:00,,🔥🔥223
2024-11-21 11:50:42+00:00,,🔥🔥222
2024-11-21 11:50:42+00:00,,🔥🔥221
2024-11-21 11:44:19+00:00,,🔥🔥220
2024-11-21 11:44:19+00:00,,🔥🔥219
2024-11-21 11:44:19+00:00,,🔥🔥218
2024-11-21 11:44:19+00:00,,🔥🔥217
